x,y
-1.3176,1.9616
-0.98159,4.6032
-1.4187,0.5305
2.4734,-5.0515
-0.89493,1.3412
-1.542,-0.29431
-1.302,2.7669
-1.5618,2.1597
-0.81277,0.81304
1.4208,1.2635
-0.052406,5.0994
-0.2037,0.44129
-0.38986,2.2869
0.5828,-0.17774
-1.0802,1.3802
-1.9538,1.4101
-1.6891,2.1992
-1.9022,-2.6338
-0.51274,2.485
-1.6317,1.8202
-0.49322,5.1853
-1.2464,0.066801
-1.937,0.2186
-0.27379,1.5126
