x,y
-1.3002,-0.10936
1.0635,0.51558
-1.1906,0.72026
0.54933,2.1348
2.0236,-3.2872
1.8797,2.8456
0.7704,-1.9577
2.2239,-2.4697
-1.8505,-3.7149
1.5865,-1.1005
-1.5824,0.80178
0.37604,1.9004
-0.94392,3.3018
2.3095,-2.5064
-1.5656,-2.2471
-1.3704,-1.7486
2.1169,-2.0119
-1.6465,-3.4816
-0.30565,4.9196
-0.52242,1.4202
1.2235,1.8385
0.33911,1.0684
-0.37917,3.4828
1.6291,4.4802
-1.7535,-3.0231
-0.02913,2.0896
1.9258,-1.0452
1.1517,2.4801
-1.3136,1.9065
-0.49096,0.79526
-1.3809,-2.1463
0.14267,3.6655
2.0664,1.2936
-0.41366,4.7058
0.19171,4.1543
0.34412,3.2774
1.5003,4.0655
-0.073122,4.0392
-0.9145,0.54806
0.47448,4.6205
1.3786,2.4491
0.6203,-1.0635
-0.27207,2.313
-1.2245,1.6392
-0.39119,1.3176
-0.79807,0.050422
-0.65377,2.1189
1.2686,-0.070146
1.3746,-0.3278
-1.655,-0.18921
2.2858,1.3317
-1.0166,1.653
2.0186,1.1777
-1.8401,0.34922
0.42634,6.9877
-0.0081797,4.6084
-2.0809,1.2497
2.1469,-2.0489
-1.9444,3.2133
-0.30628,5.0496
-1.5854,-0.42967
-1.0184,3.6451
2.3934,-4.0229
-1.6891,-1.2481
2.029,0.056484
-1.7723,-2.3936
0.23608,3.6777
-1.517,0.12843
1.461,-1.4846
-2.2691,3.2895
-2.3408,-0.90084
0.6618,2.1613
0.43522,4.4271
-2.3214,-1.0876
1.8465,-1.4782
-0.32151,-1.1972
-2.2849,-3.0225
-2.3539,-2.1576
-0.65758,0.48423
1.4809,0.67716
-1.7119,0.4322
1.476,3.1028
-0.75008,-0.083987
-0.14456,-0.56578
1.2887,0.37704
-0.59221,5.0783
1.4013,-0.90968
-0.82918,0.35621
-1.6869,-0.43606
-1.8069,2.8772
2.195,-4.5553
-0.4564,-0.69826
-0.15305,1.1902
0.25078,4.9675
-0.20576,1.2464
1.3953,2.5473
1.2157,1.0534
-1.1851,2.4493
2.17,0.29422
-2.423,-2.3972
-2.3113,1.9762
-1.2006,1.077
0.72159,2.1829
-1.3617,-2.4569
0.23504,4.986
-0.056955,1.3046
2.2987,-4.229
0.89864,2.5122
2.0669,-4.4229
0.38361,2.4028
-1.6604,-0.75587
-1.3551,-0.32963
1.1586,1.0382
1.5579,3.9717
1.0752,0.13233
-0.13356,3.1945
0.74558,2.7391
-0.53886,1.4074
-0.26608,3.1307
-0.14538,2.8519
-1.181,4.7112
-0.7417,0.81627
0.7787,-1.0267
-1.4613,0.036627
0.62809,-0.41928
-1.5908,0.28741
-1.3261,-1.1091
0.61238,2.2111
0.39263,3.2356
-1.944,-3.3467
2.4807,-2.8476
0.89568,-0.4481
1.0302,-0.92185
2.0244,-0.29564
-0.82322,4.8406
-0.48044,-0.56567
0.93388,-1.4043
0.73873,0.9782
0.51422,3.1895
-1.1876,-0.98677
1.286,2.686
-0.94449,1.943
-0.055511,2.7111
1.5881,-0.38495
-0.32071,0.81065
1.5014,3.5399
-2.0123,-2.7529
-2.1091,-2.5784
2.2807,-0.31036
-0.81439,0.42441
2.2511,-2.0408
2.2975,-4.5442
1.5736,-1.73
0.029785,6.2619
1.4714,-1.4042
-1.0708,5.5382
0.42632,4.3138
0.97414,-0.32891
2.3244,-4.4098
1.7215,0.94351
0.99538,1.7282
-1.1075,4.1905
-0.066042,4.9357
0.77739,2.365
1.5274,3.4514
1.7652,-1.183
-1.3004,1.9093
0.94607,-2.4103
2.0787,0.79574
-2.0177,-1.0314
-0.50109,2.0937
-0.34293,1.9508
-0.050493,4.3998
-1.1154,-1.4734
-1.8651,-3.5324
0.58022,1.7701
0.23403,3.2157
0.24862,2.3065
0.15399,6.1124
1.4742,2.2314
1.7036,1.8937
2.1443,-4.94
-1.3476,1.9131
-1.6441,0.17404
2.086,0.7545
-0.24729,2.2768
0.23441,6.1756
2.353,-1.7942
2.0136,-1.3897
2.0667,0.81782
